"page_id";"element_id";"text";"line_id";"section_title";"morelines";"section_no";"several_lines";"several_line_title";"section_title_text";"page_of_section";"void_ident";"text_line_id";"text_line_id_start";"text_line_id_end";"section_text";"chapter_no"
3;47;"6.3.3.1.1              request by a calling terminal equipment ........................................................................................ 21";78;"6.3.3.1.1              request by a calling terminal equipment";FALSE;"6.3.3.1.1";FALSE;FALSE;"request by a calling terminal equipment";21;FALSE;"790";790;848;"6.3.3.1.1                request by a calling terminal equipment a) bearer capability information element coding: octet                    information element field                                      field value 3     coding standard                                        ccitt standardized coding information transfer capability                        unrestricted digital information 4     transfer mode                                          circuit mode information transfer rate                              64 kbit/s 5     user information layer 1 protocol                      ——— 6     user information layer 2 protocol                      ——— 7     user information layer 3 protocol                      ——— b) high layer compatibility information element coding: octet                    information element field                                      field value coding standard                                        ccitt standardized coding 3     interpretation                                         first high layer characteristics identification to be used in the call presentation method of protocol profile                high layer protocol profile 4     high layer characteristics identification              syntax-based videotex (recommendations f.300 and t.102) 4a     extended high layer characteristics identification     ——— 22                                eg 201 018 v1.5.2 (1998-11) c) low layer compatibility information element coding: octet                 information element field                                        field value 3   coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 3a   negotiation indicator                                    (set according to the capability of the terminal) 4   transfer mode                                            circuit mode information transfer rate                                64 kbit/s layer 1 5           user information layer 1 protocol                ——— synchron/asynchron 5a           negotiation                                      ——— user rate intermediate rate nic on transmission nic on reception flow control on transmission flow control on reception 5b           rate adaption header                             ——— multiple frame support mode of operation logical link identifier negotiation assignor/assignee in-band/outband negotiation number of stop bits 5c           number of data bits                              ——— parity information 5d           duplex mode                                      ——— modem type 6   user information layer 2 protocol                        iso/iec 7776 dte-dte operation (notes 1 and 2) 6a, 6b optional layer 2 protocol information                    (set according to the capability of the terminal) (note 3) 7   user information layer 3 protocol                        iso/iec 8208 (note 2) 7a-7c optional layer 3 protocol information                     (set according to the capability of the terminal) (note 3) note 1: this codepoint is also used when the protocol defined in itu-t recommendation x.75 [15] modified by the application rules specified in ets 300 080 [1] is applied. note 2: additional application rules as specified in ets 300 080 [1] need to be fulfilled. note 3: the extension octets 6a-6b and 7a-7c may also be used to negotiate protocol options or parameters.";"6"
3;48;"6.3.3.1.2              compatibility at the called terminal equipment............................................................................... 22";79;"6.3.3.1.2              compatibility at the called terminal equipment";FALSE;"6.3.3.1.2";FALSE;FALSE;"compatibility at the called terminal equipment";22;FALSE;"849";849;908;"6.3.3.1.2    compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                        field value 3   coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 4   transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5   user information layer 1 protocol                        ——— 6   user information layer 2 protocol                        ——— 7   user information layer 3 protocol                        ——— 23                              eg 201 018 v1.5.2 (1998-11) b) high layer compatibility information element coding: octet                   information element field                                      field value coding standard                                        ccitt standardized coding 3     interpretation                                         first high layer characteristics identification to be used in the call presentation method of protocol profile                high layer protocol profile 4     high layer characteristics identification              syntax-based videotex (recommendations f.300 and t.102) 4a     extended high layer characteristics identification     ——— c) low layer compatibility information element coding: octet                   information element field                                      field value 3     coding standard                                        ccitt standardized coding information transfer capability                        unrestricted digital information 3a     negotiation indicator                                  (set according to the capability of the terminal) 4     transfer mode                                          circuit mode information transfer rate                              64 kbit/s layer 1 5             user information layer 1 protocol              ——— synchron/asynchron 5a             negotiation                                    ——— user rate intermediate rate nic on transmission nic on reception flow control on transmission flow control on reception 5b             rate adaption header                           ——— multiple frame support mode of operation logical link identifier negotiation assignor/assignee in-band/outband negotiation number of stop bits 5c             number of data bits                            ——— parity information 5d             duplex mode                                    ——— modem type 6     user information layer 2 protocol                      iso/iec 7776 dte-dte operation 6a, 6b optional layer 2 protocol information                    (check according to the capability of the terminal) (note) 7     user information layer 3 protocol                      iso/iec 8208 7a-7c optional layer 3 protocol information                     (check according to the capability of the terminal) (note) note:       the extension octets 6a-6b and 7a-7c may also be used to negotiate protocol options or parameters. a terminating terminal should check whether a llc information element is included in the setup message or not. if the llc information element is omitted, the default values will be assumed, i.e. iso/iec 7776 dte-dte operation as layer 2 protocol and iso/iec 8208 as layer 3 protocol (see also subclause 6.3.3.1.1, item c), notes 1 and 2). 24                               eg 201 018 v1.5.2 (1998-11)";"6"
3;49;"6.3.3.2           access to the syntax-based videotex teleservice via a pspdn access unit (itu-t recommendation x.31, case a) .......................................................................................................... 24";80;"6.3.3.2           access to the syntax-based videotex teleservice via a pspdn access unit (itu-t recommendation x.31, case a)";TRUE;"6.3.3.2";FALSE;FALSE;"access to the syntax-based videotex teleservice via a pspdn access unit (itu-t recommendation x.31, case a)";24;FALSE;"909";909;910;"6.3.3.2          access to the syntax-based videotex teleservice via a pspdn access unit (itu-t recommendation x.31, case a)";"6"
3;51;"6.3.3.2.1              request by a calling terminal equipment ........................................................................................ 24";82;"6.3.3.2.1              request by a calling terminal equipment";FALSE;"6.3.3.2.1";FALSE;FALSE;"request by a calling terminal equipment";24;FALSE;"911";911;958;"6.3.3.2.1            request by a calling terminal equipment a) bearer capability information element coding: octet                 information element field                                     field value 3    coding standard                                      ccitt standardised coding information transfer capability                      unrestricted digital information 4    transfer mode                                        circuit mode information transfer rate                            64 kbit/s 5    user information layer 1 protocol                    ——— 6    user information layer 2 protocol                    ——— 7    user information layer 3 protocol                    ——— b) high layer compatibility information element coding: this information element is not included. c) low layer compatibility information element coding: octet                 information element field                                     field value 3    coding standard                                      ccitt standardized coding information transfer capability                      unrestricted digital information 3a    negotiation indicator                                ——— 4    transfer mode                                        circuit mode information transfer rate                            64 kbit/s layer 1 5           user information layer 1 protocol             (ccitt standardized rate adaption x.31 hdlc flag stuffing) (note 1) synchron/asynchron 5a           negotiation                                   ——— user rate intermediate rate nic on transmission nic on reception flow control on transmission flow control on reception 5b           rate adaption header                          ——— multiple frame support mode of operation logical link identifier negotiation assignor/assignee in-band/outband negotiation number of stop bits 5c           number of data bits                           ——— parity information 5d           duplex mode                                   ——— modem type 6    user information layer 2 protocol                    recommendation x.25, link layer (note 2) 6a, 6b optional layer 2 protocol information                 ——— 7    user information layer 3 protocol                    recommendation x.25, packet layer 7a-7c optional layer 3 protocol information                  ——— note 1: this octet is only included when rate adaption is applied. note 2: additional application rules as defined in ets 300 218 [3] need to be fulfilled. 25                                eg 201 018 v1.5.2 (1998-11)";"6"
3;52;"6.3.3.2.2              compatibility at the called terminal equipment............................................................................... 25";83;"6.3.3.2.2              compatibility at the called terminal equipment";FALSE;"6.3.3.2.2";FALSE;FALSE;"compatibility at the called terminal equipment";25;FALSE;"959";959;1005;"6.3.3.2.2             compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                       field value 3    coding standard                                       ccitt standardized coding information transfer capability                        unrestricted digital information 4    transfer mode                                          circuit mode information transfer rate                              64 kbit/s 5    user information layer 1 protocol                     ——— 6    user information layer 2 protocol                     ——— 7    user information layer 3 protocol                     ——— b) high layer compatibility information element coding: this information element is not present. c) low layer compatibility information element coding: octet                 information element field                                       field value 3    coding standard                                       ccitt standardized coding information transfer capability                        unrestricted digital information 3a    negotiation indicator                                 ——— 4    transfer mode                                          circuit mode information transfer rate                              64 kbit/s layer 1 5           user information layer 1 protocol              (ccitt standardized rate adaption x.31 hdlc flag stuffing) (note 1) synchron/asynchron 5a           negotiation                                    ——— user rate intermediate rate nic on transmission nic on reception flow control on transmission flow control on reception 5b           rate adaption header                           ——— multiple frame support mode of operation logical link identifier negotiation assignor/assignee in-band/outband negotiation number of stop bits 5c           number of data bits                            ——— parity information 5d           duplex mode                                    ——— modem type 6    user information layer 2 protocol                     recommendation x.25, link layer (note 2) 6a, 6b optional layer 2 protocol information                  ——— 7    user information layer 3 protocol                     recommendation x.25, packet layer 7a-7c optional layer 3 protocol information                   ——— note 1: this octet is only present when rate adaption is applied. note 2: additional application rules as defined in ets 300 218 [3] are applied.";"6"
3;53;"6.3.3.3           access to the syntax-based videotex teleservice using a packet-switched connection through the b-channel.............................................................................................................................................. 25";84;"6.3.3.3           access to the syntax-based videotex teleservice using a packet-switched connection through the b-channel";TRUE;"6.3.3.3";FALSE;FALSE;"access to the syntax-based videotex teleservice using a packet-switched connection through the b-channel";25;FALSE;"1006";1006;1010;"6.3.3.3           access to the syntax-based videotex teleservice using a packet-switched connection through the b-channel the codings shown in this subclause are indistinguishable from those for the packet mode bearer services (see subclause 6.2). consequently, terminal selection can only be made by using the msn or subaddressing (sub) supplementary services.";"6"
4;1;"4                                                 eg 201 018 v1.5.2 (1998-11) 6.3.3.3.1             request by a calling terminal .......................................................................................................... 26";86;"4                                                 eg 201 018 v1.5.2 (1998-11) 6.3.3.3.1             request by a calling terminal";TRUE;"4";FALSE;FALSE;"eg 201 018 v1.5.2 (1998-11) 6.3.3.3.1             request by a calling terminal";26;FALSE;"1011";1011;1025;"26                                eg 201 018 v1.5.2 (1998-11) 6.3.3.3.1            request by a calling terminal a) bearer capability information element coding: octet                 information element field                                       field value 3     coding standard                                        ccitt standardized coding information transfer capability                        unrestricted digital information 4     transfer mode                                          packet mode information transfer rate                              00000: packet mode 5     user information layer 1 protocol                      ——— 6     user information layer 2 protocol                      recommendation x.25, link layer 7     user information layer 3 protocol                      recommendation x.25, packet layer b) high layer compatibility information element coding: the hlc information element is not included. c) low layer compatibility information element coding: the llc information element is not included.";"4"
4;3;"6.3.3.3.2             compatibility at the called terminal equipment............................................................................... 26";88;"6.3.3.3.2             compatibility at the called terminal equipment";FALSE;"6.3.3.3.2";FALSE;FALSE;"compatibility at the called terminal equipment";26;FALSE;"1026";1026;1039;"6.3.3.3.2            compatibility at the called terminal equipment a) bearer capability information element coding: octet                 information element field                                       field value 3     coding standard                                        ccitt standardized coding information transfer capability                        unrestricted digital information 4     transfer mode                                          packet mode information transfer rate                              00000: packet mode 5     user information layer 1 protocol                      ——— 6     user information layer 2 protocol                      recommendation x.25, link layer 7     user information layer 3 protocol                      recommendation x.25, packet layer b) high layer compatibility information element coding: this information element is not present. c) low layer compatibility information element coding: this information element is not present.";"6"
4;4;"6.3.3.4           access to the syntax-based videotex service using a packet-switched connection through the d-channel ............................................................................................................................................. 26";89;"6.3.3.4           access to the syntax-based videotex service using a packet-switched connection through the d-channel";TRUE;"6.3.3.4";FALSE;FALSE;"access to the syntax-based videotex service using a packet-switched connection through the d-channel";26;FALSE;"1040";1040;1041;"6.3.3.4           access to the syntax-based videotex service using a packet-switched connection through the d-channel";"6"
4;6;"6.3.3.4.1             request by a calling terminal using the d-channel ......................................................................... 26";91;"6.3.3.4.1             request by a calling terminal using the d-channel";FALSE;"6.3.3.4.1";FALSE;FALSE;"request by a calling terminal using the d-channel";26;FALSE;"1042";1042;1046;"6.3.3.4.1            request by a calling terminal using the d-channel the calling terminal accesses a packet handler function by establishing a link layer connection (sapi = 16) to that function which can then be used to support packet communications according to itu-t recommendation x.25 [12] layer 3 procedures. consequently, en 300 403-1 [5] procedures are not required to provide d-channel access. 27                                eg 201 018 v1.5.2 (1998-11)";"6"
4;7;"6.3.3.4.2             compatibility at the called terminal equipment............................................................................... 27";92;"6.3.3.4.2             compatibility at the called terminal equipment";FALSE;"6.3.3.4.2";FALSE;FALSE;"compatibility at the called terminal equipment";27;FALSE;"1047";1047;1060;"6.3.3.4.2               compatibility at the called terminal equipment a) bearer capability information element coding: octet                  information element field                                        field value 3     coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 4     transfer mode                                            packet mode information transfer rate                                00000: packet mode 5     user information layer 1 protocol                        ——— 6     user information layer 2 protocol                        recommendation q.921 7     user information layer 3 protocol                        recommendation x.25, packet layer b) high layer compatibility information element coding: this information element is not present. c) low layer compatibility information element coding: this information element is not present.";"6"
4;8;"6.3.4         telephony 7 khz teleservice ...................................................................................................................... 27";93;"6.3.4         telephony 7 khz teleservice";FALSE;"6.3.4";FALSE;FALSE;"telephony 7 khz teleservice";27;FALSE;"1061";1061;1069;"6.3.4            telephony 7 khz teleservice the coding examples given in this subclause assume that bearer capability and high layer compatibility selection are not allowed by the calling terminal. therefore, only the coding typical for the telephony 7 khz teleservice is shown. if the calling terminal allows fallback to occur to an alternative bearer capability, i.e. to the telephony 3,1 khz teleservice, then the terminal shall indicate this to the network by means of repeated bc information elements within the setup message. the order of the information elements indicates the priority of the bearer capabilities i.e. the first bc information element has lowest and the second has highest priority. therefore, in the case of fallback being allowed to telephony 3,1 khz teleservice, the first bc information element shall be coded as depicted in subclause 6.3.1. the second bc information element shall be coded as depicted in this example.";"6"
4;9;"6.3.4.1           request by a calling terminal equipment .............................................................................................. 27";94;"6.3.4.1           request by a calling terminal equipment";FALSE;"6.3.4.1";FALSE;FALSE;"request by a calling terminal equipment";27;FALSE;"1070";1070;1102;"6.3.4.1             request by a calling terminal equipment a) bearer capability information element coding: octet                  information element field                                        field value coding standard                                          ccitt standardized coding 3     information transfer capability                          unrestricted digital information with tones/ announcements (notes 1 and 2) 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        recommendations h.221 and h.242 (notes 2 and 3) 6     user information layer 2 protocol                        ——— 7     user information layer 3 protocol                        ——— note 1: this codepoint was formerly labelled '7 khz audio'. note 2: the information transfer capability used by this teleservice requires additional signalling capabilities within the network. this may delay the introduction in some isdns. similar capabilities may be possible using the 64 kbit/s unrestricted bearer service. in the case of octet 3 specifying unrestricted digital information transfer capability, compatibility with some networks requires octet 5 to be absent, except in the case of interworking with networks supporting 56 kbit/s transfer capability. note 3: the codings given for octets 5 and 5a in subclause 8.1 will be used for interworking with 56 kbit/s networks. 28                                eg 201 018 v1.5.2 (1998-11) b) high layer compatibility information element coding: octet                   information element field                                        field value coding standard                                          ccitt standardized coding 3     interpretation                                           first high layer characteristics identification to be used in the call presentation method of protocol profile                  high layer protocol profile 4     high layer characteristics identification                telephony 4a     extended high layer characteristics identification       ——— c) low layer compatibility information element coding: if fallback is permitted, the llc information element is not included. if fallback is not permitted, the llc information element may be included. if included, its content shall be identical to the bc information element.";"6"
4;10;"6.3.4.2           compatibility at the called terminal equipment .................................................................................... 28";95;"6.3.4.2           compatibility at the called terminal equipment";FALSE;"6.3.4.2";FALSE;FALSE;"compatibility at the called terminal equipment";28;FALSE;"1103";1103;1134;"6.3.4.2            compatibility at the called terminal equipment a) bearer capability information element coding: octet                   information element field                                        field value coding standard                                          ccitt standardized coding 3     information transfer capability                          unrestricted digital information with tones/ announcements (notes 1, 2 and 3) 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        recommendation h.221 and h.242 (notes 2 and 3) 6     user information layer 2 protocol                        ——— 7     user information layer 3 protocol                        ——— note 1: this codepoint was formerly labelled '7 khz audio'. note 2: a user equipment intended to interoperate with user equipment supporting the 7 khz telephony application over a 64 kbit/s unrestricted 8 khz structured bearer service category shall consider the 64 kbit/s bearer capability as being compatible with this particular coding. in this case octet 5 may also be absent. note 3: see also subclause 6.3.4.1, item a), notes 2 and 3. b) high layer compatibility information element coding: octet                   information element field                                        field value coding standard                                          ccitt standardized coding 3     interpretation                                           first high layer characteristics identification to be used in the call presentation method of protocol profile                  high layer protocol profile 4     high layer characteristics identification                telephony 4a     extended high layer characteristics identification       ——— c) low layer compatibility information element coding: if fallback is permitted, the llc information element is not present. if fallback is not permitted, the llc information element may be present. if present, it may be used for compatibility checking or be ignored by the terminal. if any conflict from duplication of the information in the bc and llc information elements is detected, the conflict shall be resolved in favour of the bc information element, i.e. the conflicting information in the llc information element shall be ignored. 29                               eg 201 018 v1.5.2 (1998-11)";"6"
4;11;"6.3.5         videotelephony teleservice ........................................................................................................................ 29";96;"6.3.5         videotelephony teleservice";FALSE;"6.3.5";FALSE;FALSE;"videotelephony teleservice";29;FALSE;"1135";1135;1141;"6.3.5            videotelephony teleservice for this service, two sets of codings are included in this subclause. subclause 6.3.5.1 shows the codings as they are finally required for the support of the videotelephony teleservice as specified in ets 300 264 [4]. subclause 6.3.5.2 provides codings additionally to those of subclause 6.3.5.1. these codings can be used when networks are involved in videotelephony calls, which, for an interim period of time, do not support the videotelephony teleservice i.e. these networks do not support either or both the bc coding 'unrestricted digital information with tones/announcements' and the fallback procedure.";"6"
4;12;"6.3.5.1           codings required for the service specified in ets 300 264 ................................................................. 29";97;"6.3.5.1           codings required for the service specified in ets 300 264";FALSE;"6.3.5.1";FALSE;FALSE;"codings required for the service specified in ets 300 264";29;FALSE;"1142";1142;1148;"6.3.5.1              codings required for the service specified in ets 300 264 the codings shown in this subclause are based on the assumption that this service requires two connections with 64 kbit/s transfer capability each. if the videotelephony call requires only one 64 kbit/s connection, then the coding example of the first connection applies. this subclause only covers the isdn videotelephony teleservice as specified in ets 300 264 [4]. other audiovisual services such as video conference service, audiographic conference service and audiovisual interactive service are not covered in this subclause.";"6"
4;13;"6.3.5.1.1             first connection............................................................................................................................... 29";98;"6.3.5.1.1             first connection";FALSE;"6.3.5.1.1";FALSE;FALSE;"first connection";29;FALSE;"1149";1149;1225;"6.3.5.1.1        first connection if the calling terminal allows fallback to occur to an alternative bearer capability and high layer compatibility, then the terminal shall indicate this to the network by means of repeated bc and hlc information elements within the setup message. a) to indicate that a videotelephony teleservice is required with fallback allowed to telephony 3,1 khz, the user shall set: -    the first hlc information element included in the setup message to 'telephony'.  and -    the second hlc information element as specified in this subclause.  and -    the first bc information element included in the setup message to 'speech' as specified in subclause 6.3.1.  and -    the second bc information element as specified in the following example. b) to indicate that a videotelephony teleservice is required with fallback allowed to telephony 7 khz, the user shall set: -    the first hlc information element included in the setup message to 'telephony'.  and -    the second hlc information element as specified in this subclause.  and -    the bc information element as specified in this subclause. it shall be present only once. if the calling terminal does not allow fallback to occur, then only one bc and one hlc information element shall be sent within the setup message, and they shall be coded as specified in the following examples. 30                                eg 201 018 v1.5.2 (1998-11) 6.3.5.1.1.1                request by a calling terminal equipment a) bearer capability information element coding: octet                  information element field                                       field value coding standard                                        ccitt standardized coding 3     information transfer capability                        unrestricted digital information with tones/ announcements (note) 4     transfer mode                                          circuit mode information transfer rate                              64 kbit/s 5     user information layer 1 protocol                      recommendations h.221 and h.242 6     user information layer 2 protocol                      ——— 7     user information layer 3 protocol                      ——— note:       this codepoint was formerly labelled '7 khz audio'. b) high layer compatibility information element coding: octet                  information element field                                       field value coding standard                                        ccitt standardized coding 3     interpretation                                         first high layer characteristics identification to be used in the call presentation method of protocol profile                high layer protocol profile 4     high layer characteristics identification              videotelephony (recommendation f.721) (note) 4a     extended high layer characteristics identification     capability set of initial channel of recommendation h.221 note:       this codepoint was formerly labelled 'audiovisual'. c) low layer compatibility information element coding: if fallback is permitted, the llc information element is not included. if fallback is not permitted, the llc information element may be included. if included, its contents shall be identical to the bc information element. 6.3.5.1.1.2                compatibility at the called terminal equipment a) bearer capability information element coding: octet                  information element field                                       field value coding standard                                        ccitt standardized coding 3     information transfer capability                        unrestricted digital information with tones/ announcements (note) 4     transfer mode                                          circuit mode information transfer rate                              64 kbit/s 5     user information layer 1 protocol                      recommendations h.221 and h.242 6     user information layer 2 protocol                      ——— 7     user information layer 3 protocol                      ——— note:       this codepoint was formerly labelled '7 khz audio'. b) high layer compatibility information element coding: octet                  information element field                                       field value coding standard                                        ccitt standardized coding 3     interpretation                                         first high layer characteristics identification to be used in the call presentation method of protocol profile                high layer protocol profile 4     high layer characteristics identification              videotelephony (recommendation f.721) (note) 4a     extended high layer characteristics identification     capability set of initial channel of recommendation h.221 note:       this codepoint was formerly labelled 'audiovisual'. 31                                 eg 201 018 v1.5.2 (1998-11) c) low layer compatibility information element coding: if fallback is permitted, the llc information element is not present. if fallback is not permitted, the llc information element may be present. if present, its contents shall be identical to the bc information element, and it may be used for compatibility checking or be ignored by the terminal. if any conflict from duplication of the information in the bc and llc information elements is detected, the conflict shall be resolved in favour of the bc information, i.e. the conflicting information in the llc information element shall be ignored. note:       the llc coding of 'recommendations h.221 and h.242' in conjunction with the bc coding given in subclause 8.2 do not represent a conflict.";"6"
4;14;"6.3.5.1.2             second connection .......................................................................................................................... 31";99;"6.3.5.1.2             second connection";FALSE;"6.3.5.1.2";FALSE;FALSE;"second connection";31;FALSE;"1226";1226;1277;"6.3.5.1.2              second connection 6.3.5.1.2.1                request by a calling terminal equipment a) bearer capability information element coding: octet                  information element field                                        field value 3     coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        recommendations h.221 and h.242 (note) 6     user information layer 2 protocol                        ——— 7     user information layer 3 protocol                        ——— note:       compatibility with some networks outside europe requires octet 5 to be absent. b) high layer compatibility information element coding: octet                  information element field                                        field value coding standard                                          ccitt standardized coding 3     interpretation                                           first high layer characteristics identification to be used in the call presentation method of protocol profile                  high layer protocol profile 4     high layer characteristics identification                videotelephony (recommendation f.721) (note) 4a     extended videotelephony characteristics identification capability set of subsequent channel of recommendation h.221 note:       this codepoint was formerly labelled 'audiovisual'. c) low layer compatibility information element coding: this information element is optional. if present, it shall be coded to indicate 'recommendations h.221 and h.242' in octet 5, and with octets 3 and 4 identical to the bc information element. 6.3.5.1.2.2                compatibility at the called terminal equipment a) bearer capability information element coding: octet                  information element field                                        field value 3     coding standard                                          ccitt standardized coding information transfer capability                          unrestricted digital information 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        recommendations h.221 and h.242 (note) 6     user information layer 2 protocol                        ——— 7     user information layer 3 protocol                        ——— note:       compatibility with some networks outside europe requires octet 5 to be absent. 32                                eg 201 018 v1.5.2 (1998-11) b) high layer compatibility information element coding: octet                   information element field                                       field value coding standard                                         ccitt standardized coding 3     interpretation                                          first high layer characteristics identification to be used in the call presentation method of protocol profile                 high layer protocol profile 4     high layer characteristics identification               videotelephony (recommendation f.721) (note) 4a     extended videotelephony characteristics identification capability set of subsequent channel of recommendation h.221 note:        this codepoint was formerly labelled 'audiovisual'. c) low layer compatibility information element coding: if present, this information element may be used for compatibility checking or be ignored by the terminal. if any conflict from duplication of the information in the bc and llc information elements is detected, the conflict shall be resolved in favour of the bc information, i.e. the conflicting information in the llc information element shall be ignored.";"6"
4;15;"6.3.5.2           codings required for short term procedures ......................................................................................... 32";100;"6.3.5.2           codings required for short term procedures";FALSE;"6.3.5.2";FALSE;FALSE;"codings required for short term procedures";32;FALSE;"1278";1278;1285;"6.3.5.2             codings required for short term procedures for an interim period of time some european or non-european networks may not support the bc codepoint 'unrestricted digital information with tones/announcements' and/or the fallback procedure. the user may obtain an equivalent service, without fallback and without tones and announcements, by requesting the circuit-mode 64 kbit/s unrestricted 8 khz structured bearer service category. in order for this alternative service mechanism to operate, the destination user will also have to support this bearer service category. as a short term solution, terminals supporting the videotelephony teleservice according to ets 300 264 [4] may support, in addition to the codings specified in subclause 6.3.5.1, the codings given in this subclause.";"6"
4;16;"6.3.5.2.1             request by a calling terminal equipment ........................................................................................ 32";101;"6.3.5.2.1             request by a calling terminal equipment";FALSE;"6.3.5.2.1";FALSE;FALSE;"request by a calling terminal equipment";32;FALSE;"1286";1286;1334;"6.3.5.2.1       request by a calling terminal equipment a) bearer capability information element coding (first and second connection): octet                   information element field                                       field value 3     coding standard                                         ccitt standardized coding information transfer capability                         unrestricted digital information (note 1) 4     transfer mode                                            circuit mode information transfer rate                                64 kbit/s 5     user information layer 1 protocol                        recommendations h.221 and h.242 (notes 2 and 3) 6     user information layer 2 protocol                       ——— 7     user information layer 3 protocol                       ——— note 1: when this codepoint is used, fallback cannot occur in the network and the network will not provide tones and announcements. furthermore, the network cannot recognize the call as a videotelephony call. note 2: compatibility with some networks requires octet 5 to be absent, except in the case of interworking with networks supporting 56 kbit/s transfer capability. note 3: the codings given for octets 5 and 5a in subclause 8.1 will be used for interworking with 56 kbit/s networks. b1)high layer compatibility information element coding (first connection): octet                   information element field                                       field value coding standard                                         ccitt standardized coding 3     interpretation                                          first high layer characteristics identification to be used in the call presentation method of protocol profile                 high layer protocol profile 4     high layer characteristics identification               videotelephony (recommendation f.721) (note 1) 4a     extended videotelephony characteristics identification capability set of initial channel of recommendation h.221 (note 2) note 1: this codepoint was formerly labelled 'audiovisual'. note 2: implementations based on ets 300 102-1 may not use this octet. 33                                 eg 201 018 v1.5.2 (1998-11) if octet 3 of the bc information element specifies unrestricted digital information, then this information element may be absent. b2)high layer compatibility information element coding (second connection): octet                   information element field                                       field value coding standard                                         ccitt standardized coding 3     interpretation                                          first high layer characteristics identification to be used in the call presentation method of protocol profile                 high layer protocol profile 4     high layer characteristics identification               videotelephony (recommendation f.721) (note 1) 4a     extended videotelephony characteristics identification capability set of subsequent channel of recommendation h.221 (note 2) note 1: this codepoint was formerly labelled 'audiovisual'. note 2: implementations based on ets 300 102-1 may not use this octet. if octet 3 of the bc information element specifies unrestricted digital information, then this information element may be absent. c) low layer compatibility information element coding: this information element is not required. in the case of octet 3 of the bc information element specifying unrestricted digital information, this information element may be included specifying octets 3 and 4 identical to the bc information element, and indicating 'recommendations h.221 and h.242' in octet 5.";"6"
